,Company Name,Last Price,% Chg,52 wkHigh,52 wkLow,Market Cap(Rs. cr)
2,TCNS Clothing C ,502.7,3.69,564.6,315.65,3092.74
3,Cantabil Retail ,370.1,-0.2,444.95,218.25,604.28
4,Voith Paper Fab ,1090.0,0.0,1200.0,925.2,478.79
5,Faze Three Exp ,78.85,2.14,83.0,23.5,191.76
6,Bella Casa ,114.1,-1.76,155.8,60.0,130.93
7,Standard Ind ,17.45,-1.69,22.6,7.72,112.25
8,Fiberweb India ,33.6,16.06,35.4,15.15,96.74
9,Faze Three Auto ,84.0,4.67,87.9,12.2,90.07
10,Axita Cotton,40.1,-2.91,55.25,25.3,52.55
11,Sky Industries ,73.25,-1.41,79.0,18.7,42.48
12,Shiva Mills Lim ,44.65,-3.98,51.4,17.4,38.59
13,NIBE ,35.0,-4.89,44.9,9.57,36.47
14,Prime Urban Dev ,8.15,-3.32,9.0,4.53,21.71
15,Olympia Ind ,31.65,-3.8,58.7,7.0,19.06
16,Osiajee ,25.15,-1.76,43.0,14.05,13.58
17,Advance Syntex,9.97,4.95,15.3,6.68,11.06
18,Tatia Global ,0.61,-1.61,0.77,0.21,9.25
19,Jinaam's Dress ,2.9,0.0,9.3,2.64,6.46
20,South Latex ,5.95,-4.95,9.69,4.56,4.38
21,Golden Carpe ,4.5,-0.44,4.6,4.1,2.92
22,GB Global ,7.03,4.93,9.45,4.3,2.33
0,Page Industries ,29687.95,0.11,32372.0,16854.2,33113.57
1,KPR Mill ,1455.7,5.62,1631.8,395.05,10016.67
2,Alok Industries ,18.85,-2.33,61.4,7.5,9359.48
3,Welspun India ,81.8,2.89,87.9,23.5,8218.65
4,Trident ,14.13,2.47,16.98,4.45,7200.59
5,Garware Technic ,2664.0,1.56,2789.0,1236.0,5492.68
6,Lux Industries ,1889.7,-0.7,2006.35,840.0,4772.06
7,Swan Energy ,130.6,-1.36,158.3,97.5,3190.0
8,Indo Count ,137.75,4.55,171.75,23.2,2719.18
9,Rupa and Comp ,291.1,-2.87,361.15,135.0,2314.96
10,Raymond ,327.35,1.9,408.95,212.45,2179.29
11,Filatex India ,93.85,1.13,97.8,22.5,2072.38
12,Mayur Uniquoter ,429.25,-1.65,508.8,138.0,1913.49
13,Arvind ,69.6,6.02,84.2,19.9,1802.11
14,PDS Multi ,681.0,-0.11,765.0,240.1,1773.78
15,Himatsingka Sei ,155.25,-0.8,178.95,45.0,1528.55
16,Bombay Dyeing ,67.35,1.74,89.8,44.25,1391.01
17,Dollar Ind ,241.0,0.65,283.95,98.0,1366.86
18,Ganesha Ecosph ,575.0,-3.21,687.7,154.25,1255.19
19,Future Life ,59.0,0.0,169.8,46.95,1190.47
20,Indo Rama Synth ,43.0,14.67,47.5,11.73,1122.79
21,Kewal Kiran ,823.0,-0.72,1036.0,669.0,1014.35
22,Siyaram Silk ,202.0,2.85,229.7,94.0,946.78
23,Jindal Worldwid ,46.4,1.42,67.7,25.25,930.41
24,Sutlej Textiles ,42.95,4.25,51.9,17.75,703.64
25,Kitex Garments ,96.8,-1.07,124.9,91.75,643.72
26,Rajapalayam ,711.05,-2.27,824.0,461.64,611.9
27,Century Enka ,261.1,3.73,286.15,125.1,570.52
28,Ambika Cotton ,960.3,6.49,1200.0,421.0,549.77
29,Nitin Spinners ,88.35,0.8,96.0,27.2,496.7
30,Monte Carlo ,227.0,1.36,278.0,128.0,470.62
31,Sportking India ,1395.0,-0.23,1468.05,164.9,463.39
32,Cheviot Company ,728.45,-1.39,820.0,500.0,456.51
33,RSWM ,186.45,4.78,222.0,58.0,439.11
34,S P Apparels ,166.9,5.93,211.0,57.95,428.81
35,Mallcom (India) ,655.4,5.0,668.8,211.05,408.97
36,Gokaldas Export ,94.25,3.51,99.4,28.05,404.29
37,Nahar Spinning ,109.95,4.96,122.0,26.05,396.54
38,Pearl Global In ,180.5,0.84,204.8,91.0,391.03
39,Sangam India ,81.5,0.62,103.75,36.9,353.89
40,Vishal Fabrics ,47.2,-4.84,372.15,40.75,310.91
41,Ashima ,16.0,1.59,18.34,3.85,306.66
42,Ruby Mills ,179.0,11.74,227.0,120.0,299.29
43,Sarla Performan ,30.3,17.21,31.5,12.85,253.01
44,AYM Syntex ,49.5,4.43,60.9,14.1,247.67
45,Shri Dinesh Mil ,428.0,1.43,439.0,76.1,239.7
46,Loyal Textiles ,490.0,-1.21,583.9,161.0,236.01
47,Binny ,105.35,-4.1,157.0,48.5,235.13
48,Bombay Rayon ,7.24,1.97,15.85,3.6,229.85
49,Zodiac Clothing ,92.0,0.44,158.5,85.05,227.79
50,Shiva Texyarn ,157.65,1.68,174.5,40.6,204.36
51,Nahar Ent ,49.65,9.97,59.0,19.25,197.78
52,Bannari A Spg ,60.95,-0.25,82.48,35.1,192.04
53,Super Sales ,605.0,0.0,644.0,191.1,185.83
54,Banswara Syntex ,106.0,2.42,144.0,60.05,181.43
55,Indian Acrylics ,12.58,7.61,14.5,6.31,170.24
56,Lakshmi Mills ,2380.0,4.46,2940.0,1250.0,165.54
57,Ginni Filaments ,22.85,4.82,24.75,5.97,161.44
58,Orbit Exports ,57.9,-0.17,88.55,47.75,158.57
59,Donear Ind ,29.25,1.92,41.75,19.0,152.1
60,Nandan Denim ,30.75,1.82,36.85,13.6,147.75
61,KG Petrochem ,254.0,4.96,264.95,47.05,147.71
62,Maral Overseas ,35.15,-5.0,37.0,10.1,145.9
63,Pasupati Acrylo ,15.6,0.06,17.88,6.75,139.05
64,JBF Industries ,16.1,-4.85,22.83,6.44,131.81
65,Mafatlal Ind ,92.95,8.27,133.75,55.15,129.43
66,Lovable Lingeri ,87.25,-2.73,115.95,45.5,129.13
67,Pioneer ,46.25,-1.07,49.25,16.0,122.98
68,Indian Terrain ,28.05,1.08,52.35,24.15,115.26
69,VIP Clothing ,12.85,-0.85,18.45,5.13,106.14
70,RRIL ,13.4,3.8,16.5,1.1,105.13
71,Premco Global ,317.1,-3.5,354.8,52.25,104.8
72,SPL Industries ,36.0,-0.83,57.85,19.05,104.4
73,TT ,46.8,0.86,63.5,26.5,100.61
74,VTM ,24.7,-0.4,26.95,17.15,99.36
75,Junction Fabric ,94.5,6.06,110.0,33.0,94.86
76,Chandni Textile ,58.2,-2.02,72.0,23.15,93.92
77,JCT ,1.02,0.99,1.8,0.73,85.52
78,Ludlow Jute ,75.9,-2.57,108.0,42.95,81.77
79,Raghuvir Synth ,199.0,0.0,275.0,145.35,77.11
80,Surat Textile ,3.47,-2.25,4.96,1.16,77.06
81,Amarjothi Spin ,113.15,6.0,126.5,42.9,76.38
82,Jasch Ind ,66.0,3.53,68.7,19.3,74.78
83,KG Denim ,28.95,0.87,34.5,16.3,74.22
84,Weizmann ,42.15,-0.82,68.9,21.5,72.8
85,Vijay Textiles ,38.4,-0.9,51.5,13.0,70.29
86,Reliance Chemo ,91.55,3.56,100.9,47.95,69.06
87,Deepak Spinners ,95.55,-3.48,116.95,53.9,68.7
88,Damodar Ind ,26.75,15.3,41.45,17.8,62.33
89,R&B Denims ,43.0,3.61,45.85,25.2,60.18
90,Lambodhara Text ,56.2,1.17,72.5,18.25,58.32
91,Flexituff Ventu ,22.75,4.36,28.1,4.89,56.61
92,Suryalata Spg ,132.0,4.76,144.0,70.1,56.32
93,Winsome Textile ,27.0,-0.18,36.7,11.33,53.51
94,Mahalaxmi Rub ,37.6,-1.05,53.8,23.2,50.08
95,Morarjee Text ,13.72,-4.52,18.6,7.86,49.85
96,Swasti Vinayaka ,7.1,-0.28,22.02,2.46,49.7
97,Aarvee Denim ,20.7,-0.48,26.9,6.3,48.56
98,Suryalakshmi Co ,29.05,-0.68,38.1,14.8,48.43
99,Riba Textiles ,50.15,-1.76,73.0,26.1,48.41
100,Salona Cotspin ,91.0,8.33,100.7,36.5,47.89
101,DCM ,25.35,0.6,41.7,16.3,47.35
102,APM Industries ,21.5,-2.27,27.5,12.26,46.46
103,Sumeet Ind ,4.45,-2.84,6.75,1.33,46.12
104,SBC Exports ,42.25,-0.35,46.0,23.1,44.71
105,Hindoostan Mill ,259.95,5.67,330.4,156.05,43.27
106,Vardhman Poly ,18.8,3.01,29.03,2.75,41.91
107,Kallam Spinning ,9.39,2.07,16.04,3.89,40.21
108,BSL ,37.85,2.71,41.8,19.35,38.96
109,Bengal Tea ,42.5,7.05,48.25,19.0,38.28
110,Bang Overseas ,27.4,0.92,34.65,14.75,37.15
111,PBM Polytex ,53.1,4.02,64.75,29.0,36.53
112,Sambandam Spin ,84.5,1.02,113.9,45.2,36.04
113,CIL Nova Petro ,13.23,5.0,19.75,4.48,35.85
114,Anjani Synth ,23.95,-3.82,33.0,10.5,35.33
115,Bhandari Hosier ,2.41,-0.82,4.78,0.83,35.31
116,Gini Silk Mills ,62.7,4.94,70.25,43.65,35.07
117,Bhilwara Tech ,6.0,-1.15,7.53,3.25,35.02
118,AI Champdany ,10.69,4.29,16.78,6.24,32.88
119,Pranavadity Spg ,16.1,4.55,19.75,9.16,30.98
120,Acknit Industri ,99.95,-3.66,109.3,45.0,30.38
121,Mohite Ind ,14.95,-4.78,18.4,6.25,30.05
122,Vippy Spinpro ,51.0,-5.56,58.7,28.95,29.94
123,Super Spinning ,5.22,9.89,6.05,3.12,28.71
124,MK Exim ,31.75,1.44,33.5,11.35,28.48
125,Angel Fibers ,11.18,4.49,15.76,6.32,27.95
126,Celebrity Fash ,5.6,3.51,7.68,3.67,26.75
127,Akshar Spintex ,10.7,8.08,20.3,5.3,26.75
128,Suditi Ind ,13.74,-1.86,17.3,7.89,24.12
129,Filatex Fashion ,2.4,-4.76,3.85,1.98,23.24
130,STL Global ,8.26,-4.29,13.65,5.79,22.68
131,Nagreeka Export ,18.0,2.27,25.0,9.13,22.5
132,Prakash Woollen ,21.65,-7.87,28.25,14.5,22.21
133,Eastern Silk ,2.76,4.94,2.98,0.56,21.79
134,Swadeshi Polyte ,5.45,0.0,8.2,3.15,21.26
135,E-Land Apparel ,4.24,1.19,6.9,2.87,20.35
136,Suryaamba Spin ,67.0,4.52,77.95,35.3,19.64
137,Krishna Life ,0.19,0.0,0.2,0.19,19.43
138,Blue Chip Tex ,97.5,3.28,126.0,69.0,19.21
139,Soma Textile ,5.74,-4.97,10.29,1.8,18.96
140,Ashnoor Text ,14.8,0.68,16.89,8.31,18.86
141,Victoria Mills ,1801.0,-0.94,2340.0,1163.7,17.75
142,Wires and Fabri ,58.0,4.41,76.4,39.85,17.73
143,Virat Ind ,36.0,2.42,48.0,22.05,17.72
144,Alka India ,0.35,2.94,0.81,0.19,17.5
145,White Organic ,4.85,-2.22,9.88,3.81,16.98
146,HP Cotton ,43.8,-2.34,51.2,12.61,16.69
147,GTN Industries ,9.03,-3.42,15.25,5.34,15.84
148,Kamadgiri ,26.55,1.34,51.4,23.0,15.58
149,Dhanlaxmi Fabri ,18.15,3.71,24.5,11.2,15.57
150,Integra Garment ,3.94,0.0,3.94,1.02,14.31
151,Zenith Fibres ,36.25,-4.1,46.85,27.55,14.3
152,Valson Ind ,18.3,0.22,25.43,10.46,14.02
153,Patspin India ,4.5,-2.17,7.81,3.8,13.91
154,Shekhawati Poly ,0.4,2.56,0.52,0.31,13.79
155,Him Fibres ,1.45,4.32,3.61,0.93,12.51
156,Jarigold Text ,125.0,0.0,126.15,92.15,12.5
157,Prag Bosimi ,1.58,4.64,3.5,1.4,11.75
158,Spenta Intl ,41.0,0.0,65.9,36.9,11.33
159,Aditya Spinners ,5.95,0.68,7.88,2.86,9.96
160,Mohit Ind ,6.92,-4.95,9.13,2.85,9.8
161,Omnitex Ind ,22.8,0.0,25.95,17.0,9.59
162,Ventura Text ,4.74,1.94,4.75,1.89,9.22
163,Mohota Ind ,6.16,-2.22,18.0,5.8,9.06
164,Jindal Cotex ,2.01,-4.74,2.57,1.81,9.05
165,Lakhotia Poly ,8.0,0.0,9.05,8.0,8.38
166,Premier Synth ,18.2,-1.89,19.25,1.56,8.36
167,Sri Ramakrishna ,11.02,4.95,17.5,6.77,7.84
168,Meyer Apparel ,0.93,4.49,1.33,0.57,7.49
169,Samtex Fashions ,1.0,4.17,1.6,0.31,7.45
170,Raj Rayon Ind ,0.21,0.0,0.31,0.19,7.28
171,Betex ,46.45,1.75,54.8,9.5,6.97
172,Spentex Ind ,0.76,2.7,1.37,0.3,6.82
173,Rajasthan Petro ,4.0,0.0,6.5,2.35,6.48
174,Vandana ,0.58,3.57,0.64,0.27,6.21
175,Alps Industries ,1.56,4.7,2.86,0.69,6.1
176,Tuni Textile ,0.46,-4.17,0.78,0.19,6.01
177,Everlon Synth ,10.5,5.0,12.85,8.89,5.9
178,Supertex Ind ,5.1,-4.85,5.6,1.42,5.78
179,Shree Bhavya ,5.8,-4.61,6.43,2.09,5.51
180,New Light Appar ,23.8,4.39,37.45,20.15,5.23
181,Addi Industries ,4.83,5.0,8.0,2.92,5.21
182,Sri Nachammai ,11.95,4.82,18.8,9.85,5.14
183,Sybly Ind ,5.25,2.94,5.55,1.0,4.81
184,Thambbi Modern ,8.09,4.93,8.4,6.6,4.66
185,RLF ,4.15,-4.6,6.13,1.21,4.15
186,Pradip Overseas ,0.85,-2.3,1.0,0.48,4.12
187,One Global Serv ,5.5,1.85,5.5,1.72,3.91
188,Suryavanshi Spg ,7.69,-1.91,9.2,3.81,3.77
189,Minaxi Textiles ,0.71,9.23,0.75,0.27,3.51
190,Jai Hind Synth ,3.92,4.81,3.92,1.92,3.35
191,Kandagiri Spin ,7.85,-4.85,9.36,7.85,3.02
192,LWS Knitwear ,5.48,4.98,5.48,1.8,2.77
193,Enterprise Intl ,7.02,-3.84,10.36,4.0,2.1
194,Pasari Spinning ,1.49,-4.49,2.43,0.57,2.06
195,ADINATH TEXTILE ,3.0,0.0,4.6,1.24,2.04
196,Woolworth ,0.57,-5.0,0.77,0.36,1.94
197,Oswal Yarns ,4.7,4.21,6.37,3.19,1.88
198,Gravity India ,1.83,-0.54,2.45,0.99,1.65
199,Haria Apparels ,1.07,3.88,1.32,0.38,1.64
200,Spice Island ,3.72,4.79,11.17,2.45,1.6
201,Rainbow Denim ,1.17,-4.1,2.38,1.06,1.55
202,Karan Woo-Sin ,1.72,4.88,3.53,1.43,1.42
203,Richa Ind ,0.56,3.7,0.92,0.31,1.31
204,Aditri Industri ,0.96,-2.04,1.43,0.38,1.2
205,Omkar Overseas ,1.96,-1.51,2.1,0.75,0.98
0,Adani Enterpris ,1255.6,8.38,1263.0,116.25,138092.15
1,Sundram ,707.0,1.33,839.0,278.0,14856.08
2,Redington ,178.85,0.28,201.2,70.6,6961.19
3,MMTC Ltd ,42.75,4.52,52.55,13.2,6412.5
4,Apollo Tricoat,1262.25,2.16,1288.0,283.4,3837.24
5,MSTC ,258.35,1.69,400.0,84.8,1818.78
6,SVP Global ,78.75,3.01,852.05,65.5,996.19
7,Yaarii Digital ,92.15,-0.97,182.85,31.1,823.14
8,Quint Digital ,310.0,-0.61,342.85,119.25,680.48
9,Grandeur Prod ,267.5,0.0,336.6,230.0,672.9
10,Hexa Tradex ,103.0,1.98,103.85,6.04,569.02
11,Uniphos Ent ,79.0,-1.06,90.4,43.2,549.41
12,Shree Global ,4.29,4.89,4.29,1.14,488.85
13,STC India ,78.15,0.19,109.85,34.3,468.9
14,Race Eco Chain ,240.0,3.0,281.0,29.55,394.37
15,Rangoli ,381.0,10.12,382.0,207.0,313.98
16,PTL Enterprises ,37.7,4.43,50.65,27.95,249.53
17,Sat Ind ,20.45,3.54,22.8,14.0,231.26
18,Mishtann Foods ,4.53,-6.4,14.36,3.88,226.5
19,Kothari Product ,63.7,-0.62,95.3,36.05,190.11
20,Veritas ,67.55,-0.52,71.45,29.65,181.1
21,Modern India ,45.1,0.0,64.85,31.9,169.32
22,ABans Enterpris ,104.95,2.34,228.0,96.65,146.4
23,SEL ,5.46,0.74,9.72,4.25,128.07
24,A-1 Acid,107.7,0.19,111.0,52.0,107.7
25,Maximus Interna ,80.5,-1.77,159.6,62.75,101.2
26,Signet Ind ,30.4,3.05,39.8,15.0,89.49
27,Sicagen India ,21.8,1.58,26.21,10.31,86.27
28,Competent Auto ,139.25,0.91,163.7,88.6,85.58
29,Ausom Enterp ,61.0,-3.02,83.65,23.5,83.1
30,Cravatex ,243.25,-5.35,360.0,211.0,62.86
31,P C Products ,38.85,0.0,65.55,29.6,57.53
32,Anand Rayons ,30.95,0.0,38.65,26.0,46.38
33,Lahoti Over ,13.2,0.0,20.45,7.52,38.51
34,Mishka Exim ,26.6,0.0,31.5,24.75,38.44
35,Zenithexpo ,69.5,-3.94,99.6,33.6,37.5
36,WH Brady ,115.8,-1.91,195.8,100.0,29.53
37,Trident Texofab ,27.0,2.47,49.5,22.4,27.19
38,Sun Retail,27.95,4.1,32.15,17.4,27.11
39,Dhoot Ind Fin ,37.8,3.0,54.9,11.01,23.88
40,Amrapali Ind ,4.5,0.0,5.12,3.3,23.13
41,Ushdev Intl ,0.61,3.39,0.61,0.15,20.65
42,Bombay Cycle ,485.35,-1.54,787.0,408.05,19.41
43,Binny Mills ,60.65,-3.88,108.35,25.35,19.34
44,Remedium Lifeca ,53.65,4.99,67.95,16.6,19.31
45,Negotium Int ,4.37,0.0,4.59,4.37,17.14
46,Biogen Pharmach ,0.25,-3.85,0.37,0.19,16.32
47,Ace Men Engg Wo ,48.2,4.9,48.9,16.0,14.93
48,Le Lavoir ,41.8,4.11,53.0,17.55,13.54
49,Chandra Prabhu ,32.45,-4.98,46.4,12.8,12.0
50,CHD Chemicals ,11.67,-1.93,74.95,11.67,11.8
51,Chemtech Ind ,9.8,4.93,15.85,6.8,11.26
52,MRP Agro ,34.65,-0.29,40.5,34.5,10.32
53,Mayukh Dealtrad ,29.2,0.69,29.25,8.5,9.34
54,Sword-Edge Comm ,7.63,4.95,10.96,6.93,8.29
55,Rama Vision ,7.0,-2.91,7.69,2.26,7.02
56,Tai Industries ,11.36,4.89,14.21,6.61,6.82
57,Mystic Electr ,3.43,-4.99,4.56,1.63,6.78
58,Mah Corporation ,0.49,0.0,0.77,0.17,6.63
59,Divinus Fabrics ,13.97,-4.97,41.0,13.97,6.23
60,Risa Intl ,0.39,2.63,0.49,0.37,6.22
61,Rammaica ,2.08,4.52,4.71,1.79,5.94
62,Devhari Exports ,0.74,4.23,5.3,0.62,5.5
63,Fraser and Comp ,6.0,2.21,6.15,2.06,4.87
64,Mukta Agri ,2.12,4.95,3.34,1.63,4.6
65,Preeti Sec ,11.2,-2.52,11.8,4.9,4.2
66,Unitech Inter ,4.03,4.68,5.86,3.0,4.07
67,Pazel Internati ,0.23,4.55,0.73,0.19,4.05
68,Parker Agro ,7.5,0.0,13.15,4.81,3.58
69,Beekay Niryat ,4.2,-0.24,11.88,4.0,3.23
70,Universal ,1.94,-9.35,4.65,0.69,2.84
71,Khoobsurat ,0.2,0.0,0.3,0.19,2.66
72,Sawaca Business ,2.33,1.75,2.33,0.47,2.42
73,Gujarat Metal ,12.2,0.0,21.0,5.57,2.42
74,Amforge ,1.67,-4.57,3.23,0.58,2.4
75,Navketan Merch ,0.64,-4.48,0.75,0.19,2.31
76,Trijal Ind ,4.12,9.87,4.12,1.9,2.07
77,Sai Baba Invest ,1.77,4.73,3.6,1.26,1.99
78,Ejecta Marketin ,1.34,-4.96,1.97,0.19,1.95
79,Richirich Inven ,3.85,-4.7,4.9,1.45,1.85
80,Guj Cotex ,1.28,4.92,2.46,1.03,1.82
81,Gagan Polycot ,1.68,-4.55,2.73,1.22,1.68
82,Contech Soft ,3.0,4.17,3.0,1.1,1.66
83,Atharv Ent ,0.97,-3.0,1.26,0.59,1.65
84,SPS Intl ,4.8,-4.0,16.9,4.8,1.55
85,Radhagobind Com ,9.14,2.93,31.7,7.41,1.32
86,Haria Exports ,1.06,4.95,1.5,0.47,1.22
87,Tirupati Tyres ,2.97,2.41,4.25,0.54,1.02
88,India Infra ,3.54,0.0,3.54,1.27,0.99
89,Precision Cont ,0.28,0.0,0.32,0.19,0.63
90,Simplex Papers ,1.98,4.76,1.98,0.54,0.59
91,Solis Marketing ,0.19,0.0,0.2,0.19,0.58
0,Kalpataru Power ,364.3,-1.78,406.8,180.0,5424.76
0,Adani Ports ,761.25,4.3,885.0,256.05,154667.1
1,Starlog Enter ,15.05,0.2,22.95,7.21,18.01
2,Duke Offshore ,9.48,5.22,15.27,4.75,9.34
0,Easy Trip ,184.15,-1.73,233.15,147.5,2000.7
1,Thomas Cook ,48.0,1.05,61.8,22.0,1815.72
2,BLS Internation ,90.7,0.22,133.15,27.25,929.22
3,Intl Travel ,59.45,-2.38,78.8,38.05,47.53
4,Transcorp Intl ,8.5,-4.49,14.1,6.34,27.02
5,Cox & Kings ,1.1,0.92,2.31,0.75,19.42
6,Crown Tours ,18.0,-4.0,23.7,14.0,5.58
7,Asya Infosoft ,4.2,4.22,7.16,3.7,5.06
8,VMV Holidays ,8.8,-2.11,48.05,8.65,4.91
0,Sun TV Network ,504.6,-7.22,570.7,355.3,19885.51
1,Zee Entertain ,183.75,-1.0,261.0,134.75,17649.27
2,TV18 Broadcast ,33.5,-1.33,41.7,18.0,5743.11
3,Network 18 ,39.75,0.51,50.05,21.0,4161.62
4,TV TodayNetwork ,281.6,-1.14,305.0,166.8,1680.27
5,Nxtdigital ,458.0,0.41,721.0,305.2,1101.54
6,Music Broadcast ,23.25,0.22,27.5,12.5,803.72
7,Ent Network Ind ,147.05,0.68,189.75,115.1,700.99
8,NDTV ,59.6,9.96,65.5,24.55,384.25
9,Zee Media ,6.28,-2.94,8.09,4.26,295.66
10,Raj Television ,38.1,4.81,47.95,29.25,197.79
11,Siti Networks ,0.84,1.2,2.75,0.5,73.25
12,Colorchips New,28.0,1.82,28.05,4.4,47.63
13,Landmarc Corp ,0.35,-2.78,0.39,0.35,28.0
14,Perfect-Octave ,1.77,4.73,1.77,0.95,6.14
15,Jain Studios ,2.08,4.52,4.43,0.71,5.95
16,Padmalaya Tele ,2.45,-4.3,3.3,1.4,4.17
0,Ruchi Soya ,690.4,1.3,1535.0,405.0,20424.86
1,Agro Tech Foods ,895.0,6.08,945.0,440.05,2181.05
2,Manorama Indust ,925.0,3.82,932.0,292.05,1029.33
3,Evexia Lifecare ,137.6,0.77,170.0,69.0,852.2
4,AVT Natural ,50.35,6.22,55.8,29.0,766.75
5,Vijay Solvex ,1949.4,2.0,1949.4,201.0,624.05
6,BCL Industries ,125.1,3.18,148.0,33.1,302.12
7,Gokul Agro ,22.5,1.35,27.5,9.78,296.76
8,Kriti Nutrients ,44.4,3.62,53.3,16.15,222.46
9,Gokul Refoils ,19.8,8.2,23.65,9.0,196.01
10,Ajanta Soya ,78.45,1.69,89.4,24.15,126.28
11,Ruchinfra ,5.78,-0.69,20.65,3.23,118.63
12,Modi Naturals ,84.85,2.79,92.0,19.4,107.39
13,Sanwaria Consum ,0.58,0.0,4.15,0.57,42.69
14,Raj Oil Mills ,111.4,5.0,201.1,3.62,41.74
15,Vegetable Prod ,2.35,0.0,5.0,1.9,25.66
16,Poona Dal ,36.75,0.27,63.45,28.95,20.98
17,Diligent Ind ,9.0,4.05,9.55,3.82,20.58
18,Prima Ind ,16.8,4.35,17.78,6.38,18.13
19,Natraj Proteins ,39.95,4.99,39.95,14.0,14.97
20,NK Industries ,20.45,4.87,26.45,16.05,12.29
21,Madhusudan Ind ,11.25,-1.14,13.79,8.65,6.05
22,J R Foods Ltd ,3.25,4.84,4.67,2.02,3.09
23,Ashiana Agro ,4.88,-1.81,11.55,0.26,2.24
0,KDDL ,306.0,-2.69,436.0,102.39,389.77
1,Timex Group Ind ,34.25,1.33,40.25,17.45,345.75
0,CenturyPlyboard ,355.5,1.85,362.0,100.2,7898.25
1,Greenply Ind ,200.2,-0.32,221.0,73.55,2455.0
2,Oriental RI ,55.5,-0.8,61.35,24.9,299.16
3,Archidply Ind ,34.35,3.15,46.9,16.35,68.24
4,Uniply Decor ,2.61,4.82,6.31,2.4,31.93
5,Duroply Industr ,44.05,-0.9,76.8,23.05,28.46
6,Mangalam Timber ,10.39,0.97,12.96,6.01,19.04
7,Ecoboard Inds ,3.9,4.0,7.08,2.55,6.95
8,Bloom Dekor ,8.37,-4.99,19.45,7.0,5.73
9,Pratik Panels ,4.1,-2.38,4.25,1.15,1.6
